"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","T","Y"
"17",23,"C",10,10,63,108,0,0,2,0,0,0,0,0,0,0,0,12,35,10,"J",1,43,"E",13,70,129,24,10,0,1,0,0,82,34,500,58,0,7,9,3,0,3,60,16,0,0,0,0,0,0,0,0,0,0,0,43,42,0,3.28223305864001
"18",21,"C",10,5,63,122,0,0,2,2,0,0,1,0,1,0,0,11,55,17,"J",1,45,"E",14,70,141,24,9,1,0,0,0,82,40,500,68,0,9,9,3,0,7,56,18,0,0,0,0,0,0,0,0,0,0,0,44,43,0,-1.99202325966416
"19",39,"C",20,20,65,156,0,0,0,0,0,2,0,0,0,0,0,10,65,20,"J",1,57,"E",15,70,177,35,12,1,2,0,0,78,35,510,98,0,6,8,4,0,3,78,21,5,0,0,0,0,0,0,0,0,0,4,44,41,1,0.214831731019879
"20",28,"C",30,12,59,130,0,0,0,0,0,0,0,0,1,0,0,12,35,8,"J",1,47,"E",11,68,151,33,12,0,1,0,0,87,34,400,67,1,9,9,0,3,1,58,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,13.0916823678953
"21",30,"C",20,16,61,125,0,0,0,0,0,0,1,0,0,0,0,12,45,8,"J",1,53,"E",11,74,144,33,11,0,2,0,0,81,33,410,68,0,8,9,0,2,7,73,21,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-1.8637065779068
"22",24,"C",0,0,66,140,0,0,2,0,0,0,1,0,0,1,0,10,35,12,"J",1,37,"B",12,80,168,30,10,0,1,0,0,88,40,470,89,0,8,9,3,0,9,72,20,0,0,0,0,0,0,0,0,0,0,0,47,39,1,4.08064099445903
"23",27,"C",0,0,65,135,0,0,0,1,0,1,2,0,1,0,0,14,65,10,"J",1,83,"E",13,62,169,29,18,0,0,0,0,84,35,580,81,1,1,7,2,0,8,61,17,0,0,0,1,0,0,0,0,0,0,0,49,40,0,-5.82018696539644
"24",26,"C",0,0,62,114,0,0,2,0,0,0,0,0,1,0,0,12,55,10,"J",1,80,"E",12,76,122,27,12,0,0,0,0,88,36,530,64,1,3,8,2,0,3,46,16,0,0,0,1,0,0,0,0,0,0,0,46,39,0,-3.40744036972837
"25",23,"C",0,8,66,116,0,1,0,0,0,0,0,0,0,1,0,13,45,10,"L",1,83,"E",12,72,133,30,18,0,0,0,0,77,32,520,67,0,9,9,0,2,4,55,16,0,1,0,0,0,0,0,0,0,0,0,45,41,0,10.5004393688371
"26",17,"C",20,3,62,104,0,0,2,0,0,0,1,0,0,0,0,8,35,15,"J",1,47,"E",10,70,136,23,11,1,0,0,0,84,28,310,48,0,8,9,2,0,3,60,19,0,0,0,0,0,0,0,0,0,0,0,43,40,1,16.5551542794103
"27",27,"C",20,12,62,121,0,1,0,0,0,0,0,0,0,0,0,13,45,18,"G",1,50,"E",12,70,132,44,11,2,0,1,1,77,25,470,86,0,9,9,2,0,4,65,21,0,0,0,0,0,0,0,0,0,0,0,44,40,1,3.06996682843145
"28",22,"C",10,6,64,122,0,0,0,0,0,0,0,0,2,0,0,12,45,17,"G",1,43,"E",12,60,144,28,7,0,0,0,0,84,29,550,69,0,2,9,3,0,3,65,19,0,0,0,0,0,0,0,0,0,0,0,47,40,0,-0.941844408440509
"29",37,"C",20,18,65,165,4,2,0,0,0,2,1,0,0,0,0,12,65,6,"J",1,80,"E",13,90,166,39,12,1,2,0,1,79,27,510,98,0,8,8,2,0,3,66,18,5,0,0,0,0,0,0,0,0,0,4,44,41,1,3.33235093607379
"30",20,"C",36,8,63,120,0,0,0,1,0,0,0,0,0,0,0,9,55,10,"J",1,47,"E",11,70,131,23,9,0,0,0,0,81,31,350,65,0,9,9,2,0,3,52,15,0,0,0,0,0,0,0,0,0,0,0,44,39,0,3.94434437797669
"31",24,"C",0,0,64,115,0,0,2,0,0,0,1,0,0,0,1,12,35,10,"J",1,43,"E",16,70,136,23,10,0,0,0,0,83,34,350,69,1,8,9,2,0,3,63,18,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0.315723498441627
"32",40,"C",0,10,63,115,0,0,0,0,0,2,0,0,2,0,0,12,45,12,"J",1,33,"E",16,74,137,37,8,0,0,0,0,78,36,510,62,1,8,9,2,0,8,60,18,0,0,0,0,0,0,0,0,0,0,0,48,39,0,-3.06070357039012
"33",21,"C",0,2,64,125,0,0,0,0,0,0,0,0,0,0,1,12,25,10,"I",1,47,"B",10,70,138,24,12,1,0,0,0,70,31,330,44,0,9,9,2,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,43,40,1,3.83181923549046
"34",25,"C",0,0,63,110,0,1,2,0,0,0,1,0,0,0,0,8,55,12,"J",1,57,"E",12,70,152,25,8,0,0,0,0,77,33,600,57,0,9,9,2,0,3,60,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,6.36830611499688
"35",24,"C",30,7,65,127,0,0,2,0,0,1,0,0,0,0,0,14,45,13,"J",1,63,"E",13,60,148,34,12,0,0,0,0,84,38,430,74,1,9,9,0,3,9,62,18,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2.6227340022689
"36",19,"C",10,4,62,117,0,0,2,0,0,1,2,0,0,0,0,10,35,15,"J",1,27,"E",12,50,137,26,9,0,0,0,0,77,35,425,68,1,6,9,3,0,8,58,16,0,0,0,0,0,0,0,0,0,0,0,45,41,0,4.17032262419376
"37",22,"C",0,5,66,160,0,0,0,0,0,0,0,0,0,0,0,11,45,6,"J",1,60,"E",11,70,176,26,12,0,0,0,0,74,32,690,52,0,9,10,2,0,2,55,15,0,0,0,0,0,0,0,0,0,0,0,44,41,1,3.45372103655683
"38",23,"C",20,7,62,115,0,0,0,0,0,0,1,0,0,0,0,9,45,13,"J",1,50,"E",16,60,132,25,11,2,0,0,0,72,31,365,40,0,8,8,4,0,4,39,13,0,0,0,0,0,0,0,0,0,0,0,43,37,0,9.2470182339836
"39",25,"C",30,9,61,130,0,0,0,0,0,0,0,0,0,0,0,9,55,17,"J",1,57,"E",16,74,138,26,11,3,0,0,0,74,22,440,39,1,8,9,1,0,5,49,15,0,0,0,3,0,0,0,0,0,0,3,43,36,0,4.08675024907448
"40",23,"C",1,23,59,109,0,0,0,1,0,1,0,0,0,0,0,12,45,10,"J",1,60,"E",10,70,130,28,12,0,0,0,0,76,30,400,51,1,9,9,3,0,3,50,14,0,0,0,0,0,0,0,0,0,0,0,45,37,1,8.71696342120507
"41",28,"C",0,0,52,129,0,0,0,0,0,0,2,0,0,0,0,12,45,10,"J",1,53,"E",13,70,146,35,12,0,0,0,0,80,31,490,50,1,9,9,2,0,3,57,15,0,0,0,0,0,0,0,0,0,0,0,49,41,1,4.22808843315496
"42",31,"C",0,0,62,137,0,0,0,0,0,1,1,0,0,0,0,12,55,18,"J",1,57,"E",13,70,151,38,12,0,0,0,0,78,33,495,67,1,7,9,3,0,4,52,15,0,0,0,0,0,0,0,0,0,0,0,46,39,1,2.50308436174728
"43",23,"C",0,0,65,118,0,0,2,0,0,0,0,0,0,0,0,14,65,10,"J",1,83,"B",12,62,129,25,14,0,0,0,0,74,23,620,65,1,9,10,2,0,2,60,18,0,0,0,0,0,0,0,0,0,0,0,46,39,0,8.74710454550974
"44",38,"C",20,15,66,128,0,0,0,0,0,0,2,0,0,0,1,11,45,13,"A",1,50,"E",14,76,142,39,10,1,0,0,0,87,42,430,36,1,9,9,0,2,5,40,22,0,0,0,0,0,0,0,0,0,0,0,48,39,0,-10.7303287930584
"45",24,"C",2,8,64,155,0,0,0,0,0,1,0,0,0,0,0,9,35,15,"J",1,33,"E",16,70,157,25,8,0,0,0,0,82,39,430,69,1,9,9,2,0,5,62,19,0,0,0,0,0,0,0,0,0,0,0,46,41,0,-1.64732115823662
"46",26,"C",15,10,62,140,0,0,0,0,0,0,0,0,1,0,0,9,45,14,"J",1,40,"E",16,60,153,27,8,0,0,0,0,78,34,360,70,0,8,8,2,0,7,66,22,0,0,0,0,0,0,0,0,0,0,0,45,40,1,-0.0524628029091902
"47",25,"C",0,0,60,145,0,0,0,1,0,2,0,1,0,0,0,12,35,13,"J",1,33,"E",14,80,181,28,8,0,0,0,0,80,33,500,52,0,9,9,3,0,3,39,11,0,0,0,0,0,0,0,0,0,0,0,47,42,0,0.638260238956088
"48",24,"C",0,0,68,130,0,0,2,0,0,0,0,0,0,1,0,12,55,5,"J",1,77,"E",14,60,150,25,12,0,0,0,0,78,27,600,58,1,9,9,2,0,11,57,18,0,0,0,0,0,0,0,0,0,0,0,47,42,1,-2.51620853085057
"49",25,"C",20,6,65,165,0,0,0,0,0,2,0,0,0,0,0,10,85,12,"J",1,60,"E",11,70,171,29,10,0,0,0,0,83,37,450,61,1,9,9,2,0,9,66,20,0,0,0,0,0,0,0,0,0,0,0,46,38,1,-0.0745373939033248
"50",23,"C",10,8,61,110,0,1,0,0,0,0,1,1,2,0,0,7,45,20,"J",1,40,"E",13,52,139,26,7,0,0,0,0,80,34,430,57,1,9,10,0,2,4,49,14,0,0,0,0,0,0,0,0,0,0,0,48,42,0,0.863374625898977
"51",30,"C",0,0,63,155,0,0,0,1,0,0,0,0,1,0,0,12,75,14,"J",1,43,"E",13,100,194,32,9,0,0,0,0,80,30,525,72,1,8,9,2,0,8,68,20,1,0,0,0,0,0,0,0,0,0,0,47,39,0,-2.44858715067016
"52",39,"C",30,19,67,182,0,0,0,0,0,0,1,0,0,0,0,12,75,18,"J",1,40,"E",15,60,188,43,9,0,0,0,0,81,30,575,53,1,9,9,2,0,5,57,19,0,0,0,0,0,0,0,0,0,0,0,47,40,1,0.818755497153453
"53",27,"C",1,12,65,135,0,0,0,1,0,0,1,0,0,1,0,10,75,17,"J",1,70,"E",11,60,163,38,12,0,1,0,0,84,32,490,72,0,9,9,2,0,1,69,22,0,0,0,0,0,0,0,0,0,0,0,46,42,1,9.35603304891166
"54",30,"C",10,16,65,145,2,0,1,0,0,1,1,0,0,0,1,13,85,15,"J",1,73,"E",11,80,168,40,12,0,1,0,0,78,32,620,87,1,9,10,2,0,2,56,18,0,0,0,0,0,0,0,0,0,0,0,46,42,1,5.00970527339472
"55",28,"C",10,11,64,127,0,3,0,0,0,0,0,0,0,0,0,12,45,12,"J",1,60,"E",12,56,161,30,12,0,0,0,0,80,37,500,58,0,7,9,3,0,9,51,15,0,0,0,0,0,0,0,0,0,0,0,46,41,0,-3.21796417488368
"56",33,"C",0,0,64,145,0,0,0,0,0,0,1,0,0,1,0,12,55,10,"J",1,80,"E",12,78,168,35,12,1,1,0,0,31,12,200,43,0,4,8,6,0,4,58,16,5,1,0,1,0,0,0,1,1,0,3,45,37,1,-2.67650484855758
"57",33,"C",0,0,64,145,0,0,0,0,0,0,1,0,0,1,0,12,55,10,"J",1,80,"E",12,78,168,35,12,1,1,0,0,21,15,400,41,0,2,8,2,0,7,52,16,0,0,0,1,0,0,0,0,0,0,1,46,37,0,11.4689471021008
"58",25,"C",10,8,63,97,0,0,0,0,0,0,1,1,1,0,0,9,45,13,"J",1,40,"E",13,80,130,26,8,0,0,0,0,78,32,500,46,1,8,9,3,0,1,54,16,0,0,0,0,0,0,0,0,0,0,0,45,42,1,9.07676315771653
"59",26,"C",30,6,61,140,0,0,0,0,0,0,1,0,0,0,0,12,15,10,"J",1,40,"E",10,80,154,31,12,0,0,0,0,79,27,370,59,0,9,9,2,0,7,64,20,5,1,0,0,0,0,0,0,0,0,1,47,38,1,4.08654170298122
"60",27,"C",0,0,64,124,0,0,0,0,0,1,1,0,1,0,0,9,45,10,"J",1,53,"E",14,90,142,29,12,0,2,0,0,84,34,510,75,0,9,9,2,0,14,59,17,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-1.65813075939243
"61",28,"C",0,0,58,140,0,0,0,0,0,0,1,0,0,0,0,12,35,10,"J",1,53,"B",13,70,158,33,12,0,1,0,0,83,38,500,57,1,8,8,2,0,6,49,14,0,0,0,0,0,0,0,0,0,0,0,46,38,1,3.3005380114831
"62",29,"C",4,5,62,140,0,0,1,0,0,0,1,0,0,0,0,13,65,15,"J",1,57,"E",13,80,130,31,11,0,0,0,0,82,35,390,83,1,8,9,3,0,3,62,16,0,0,0,0,0,0,0,0,0,0,0,46,41,0,-1.3120290965131
"63",23,"C",30,9,63,145,4,0,0,0,0,1,0,0,0,0,1,12,65,10,"J",1,57,"E",12,74,161,26,9,1,0,0,1,82,34,400,51,0,7,9,2,0,4,67,20,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-2.04404179094961
"64",26,"C",0,0,64,120,0,0,0,0,0,0,0,0,0,0,0,12,45,7,"J",1,70,"E",13,76,139,31,12,0,0,0,0,83,41,410,78,1,9,9,2,0,3,61,18,0,0,0,0,0,0,0,0,0,0,0,48,41,1,8.00892168114866
"65",39,"C",0,0,66,144,0,0,2,1,0,0,0,0,0,0,0,12,65,12,"J",1,70,"E",13,80,169,40,12,0,2,0,0,82,30,590,73,1,9,9,3,0,6,53,15,0,0,0,0,0,0,0,0,0,0,0,49,41,0,-3.51673063827892
"66",31,"C",0,0,62,145,0,0,0,0,0,0,0,0,0,0,0,12,45,9,"J",1,70,"E",13,76,156,37,12,0,1,0,0,83,34,530,88,1,8,9,0,3,8,65,20,0,0,0,0,0,0,0,0,0,0,0,49,39,1,-0.212529055176474
"67",25,"C",0,0,66,145,0,0,0,0,0,1,0,0,1,0,0,12,35,17,"J",1,73,"E",9,78,181,30,15,0,0,0,0,84,38,620,75,1,9,9,2,0,14,44,10,3,0,0,0,0,0,2,0,0,0,2,46,39,1,-2.91887341533563
"68",38,"C",4,22,66,204,0,0,0,1,0,0,0,0,0,0,0,12,95,13,"J",1,60,"E",11,84,215,39,10,0,0,0,0,82,33,710,57,1,9,9,3,0,4,49,15,0,0,0,0,0,0,0,0,0,0,0,47,40,1,2.12990191859393
"69",29,"C",0,0,63,118,0,0,0,0,0,0,0,0,0,0,0,14,85,7,"J",1,80,"E",13,66,142,35,12,0,0,0,0,80,33,590,68,1,7,9,3,0,2,61,18,0,0,0,0,0,0,0,0,0,0,0,48,42,1,8.39022599034875
"70",29,"C",0,0,64,148,0,0,0,0,0,0,1,0,0,1,0,12,55,13,"A",1,80,"B",11,60,162,35,12,0,0,0,0,79,31,560,98,0,9,9,2,0,2,57,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,8.63895901829105
"71",23,"C",10,6,63,110,0,0,0,0,0,0,1,0,2,0,0,10,45,20,"J",1,60,"E",14,80,109,27,12,1,1,0,0,49,16,390,52,1,8,9,3,0,9,61,20,0,0,0,0,0,0,0,0,0,0,0,45,38,1,-2.85159629767031
"72",25,"C",6,8,63,104,0,0,0,0,0,0,1,0,0,0,0,12,45,17,"J",1,60,"E",13,74,117,29,12,1,1,0,0,74,28,410,44,0,9,9,3,0,8,52,15,0,0,0,0,0,0,0,0,0,0,0,43,37,1,2.30249679099241
"73",21,"C",20,4,66,160,0,0,0,0,0,0,0,0,0,0,0,12,55,8,"J",1,57,"E",13,70,168,31,12,0,0,0,0,84,31,540,57,0,9,9,2,0,2,54,16,0,0,0,0,0,0,0,0,0,0,0,44,42,0,-1.34736961359185
"74",24,"C",20,7,66,180,0,0,0,0,0,0,1,0,0,0,0,12,25,10,"J",1,50,"E",13,78,182,32,12,0,0,0,0,81,30,680,83,1,8,9,2,0,1,65,16,0,0,0,0,0,0,0,0,0,0,0,47,42,0,1.54745487434988
"75",28,"C",23,10,65,133,0,0,1,0,0,2,0,0,0,0,0,9,35,15,"J",1,53,"E",11,44,170,40,12,0,0,0,0,76,22,510,51,0,9,10,2,0,6,54,15,0,0,0,0,0,0,0,0,0,0,0,46,42,0,3.11369425885062
"76",24,"C",10,9,61,115,0,0,0,0,0,1,2,2,1,0,0,8,45,18,"J",1,70,"E",14,60,124,28,12,1,0,0,0,78,29,415,53,1,8,9,2,0,0,58,17,6,2,2,0,0,0,0,0,0,0,1,43,37,0,7.68419251078183
"77",42,"C",10,18,63,119,0,0,0,0,0,1,1,0,2,0,0,12,55,12,"J",1,73,"E",14,68,137,41,12,0,2,0,0,87,33,550,66,0,9,9,3,0,4,57,16,0,0,0,0,0,0,0,0,0,0,0,46,41,0,-8.14922696382888
"78",39,"C",0,7,62,135,0,0,0,1,0,0,0,0,0,0,0,12,75,13,"J",1,53,"E",13,74,151,45,8,0,0,0,0,83,34,410,55,1,9,9,0,3,11,56,15,0,0,0,0,0,0,2,0,0,0,1,48,39,0,-8.48767473115449
"79",41,"C",0,9,62,140,0,0,0,0,0,0,0,0,1,0,0,12,65,12,"J",1,50,"E",13,78,149,46,8,0,1,0,0,76,35,425,48,0,9,9,0,2,6,60,16,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-0.663262169673178
"80",42,"C",0,0,64,210,2,1,0,0,0,0,0,0,2,0,0,8,65,11,"I",1,70,"B",14,88,276,42,12,0,0,0,0,82,38,390,58,1,8,9,3,0,8,56,18,0,0,0,0,0,0,0,0,0,0,0,48,40,0,-9.55985150290903
"81",27,"C",30,7,63,140,0,0,0,0,0,1,1,0,0,0,0,12,45,18,"J",1,63,"E",10,76,146,28,10,0,3,0,0,85,36,490,50,0,9,9,2,0,3,51,16,0,0,0,0,0,0,0,0,0,0,0,43,40,0,-1.97191483607851
"82",23,"C",2,8,64,157,1,1,0,0,0,0,2,0,0,0,0,13,35,12,"J",1,43,"E",11,70,160,26,10,0,0,0,0,82,38,350,49,0,8,9,2,1,5,65,19,4,0,0,0,0,0,0,0,0,0,2,46,40,0,0.289291445345365
"83",25,"C",3,8,64,161,1,1,0,0,0,0,0,0,0,0,0,13,55,15,"J",1,57,"E",13,70,166,27,10,0,0,0,0,86,38,365,53,0,8,9,3,0,8,73,20,3,0,0,0,0,0,0,0,0,0,0,46,41,1,2.46318228043027
"84",28,"C",1,9,65,126,0,0,2,4,0,0,1,0,0,0,0,12,45,12,"J",1,70,"E",14,60,151,29,13,0,0,0,0,84,33,640,38,1,9,9,3,0,12,45,13,0,0,0,0,0,0,0,0,0,0,0,45,43,0,-8.16625324236298
"85",30,"C",0,0,58,115,1,0,0,1,0,1,2,0,2,0,0,15,5,6,"J",1,40,"E",13,68,129,32,11,1,1,0,0,80,35,395,63,0,10,10,0,3,7,60,20,0,0,0,0,0,0,0,0,0,0,0,44,37,0,-0.295319354222912
"86",27,"C",10,12,65,155,0,0,0,0,0,0,2,0,0,0,0,11,65,10,"J",1,57,"E",14,70,181,30,10,0,0,0,0,78,40,450,53,0,8,9,2,0,6,66,18,0,0,0,0,0,0,0,0,0,0,0,44,41,0,-0.884051124436701
"87",38,"C",0,0,64,150,1,0,0,0,0,0,0,0,0,0,1,8,85,12,"I",1,50,"B",11,90,177,38,8,1,1,0,0,80,35,675,67,1,8,9,0,2,6,69,19,0,0,0,0,0,0,0,0,0,0,0,47,42,1,1.50846991480788
"88",29,"C",0,12,67,194,0,0,0,0,0,0,0,0,1,0,0,16,55,8,"J",1,73,"E",11,66,206,31,12,1,0,1,0,82,32,510,58,0,9,9,2,2,8,64,20,0,0,0,0,0,0,0,0,0,0,0,47,38,1,0.657832232206549
"89",29,"C",0,12,67,194,0,0,0,0,0,0,0,0,1,0,0,16,55,8,"J",1,73,"E",11,66,206,31,12,1,0,1,0,84,35,400,54,1,8,9,2,2,8,58,18,0,0,0,0,0,0,0,0,0,0,0,48,38,1,0.482353038561113
"90",22,"C",30,6,61,97,0,0,0,0,0,0,0,2,0,0,0,11,45,10,"J",1,47,"E",12,68,133,23,9,1,0,0,0,78,39,370,63,0,9,9,3,0,3,72,22,0,0,0,0,0,0,0,0,0,0,0,44,40,0,6.23739658278786
"91",27,"C",0,0,65,202,0,0,0,1,0,1,0,1,0,0,0,12,35,10,"J",1,43,"E",13,80,213,39,12,0,0,0,0,82,35,650,56,0,9,9,3,0,0,54,15,0,0,0,0,0,0,0,0,0,0,0,46,40,1,10.4696216762715
"92",26,"C",0,0,61,120,0,0,0,0,0,0,0,0,0,0,0,12,35,17,"J",1,43,"E",15,70,134,29,10,0,0,0,0,76,26,475,71,1,9,9,3,0,3,64,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,5.3131459447537
"93",27,"C",0,12,64,115,0,0,1,0,0,0,0,0,1,0,0,14,55,10,"J",1,77,"E",11,82,147,28,13,0,0,0,0,77,38,500,58,1,8,9,1,2,7,61,17,0,0,0,0,0,0,0,0,0,0,0,46,39,1,1.27842045070877
"94",23,"C",0.5,6,60,92,0,0,0,0,0,0,0,0,1,0,0,9,45,17,"J",1,70,"E",12,56,121,24,12,0,1,0,0,85,34,400,53,0,8,8,2,0,3,53,16,0,0,0,0,0,0,0,0,0,0,0,44,50,0,-1.03898292475097
"95",24,"C",0,0,63,100,1,1,0,0,0,1,0,0,0,0,0,11,45,10,"J",1,30,"E",15,70,123,27,9,0,0,0,0,78,34,320,71,0,8,9,3,0,9,61,16,0,0,0,0,0,0,0,0,0,0,0,44,42,0,1.64290888027591
"96",22,"C",5,6,66,130,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,57,"E",13,70,157,25,10,0,0,0,0,83,35,390,66,0,9,9,2,0,4,58,19,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-1.13737111759109
"97",23,"C",20,6,61,118,0,1,0,0,0,0,0,0,0,1,0,10,55,13,"J",1,67,"E",15,70,139,24,12,0,0,0,0,81,34,650,47,1,9,9,3,0,7,50,14,0,0,0,0,0,0,0,0,0,0,0,48,40,1,3.84393695913426
"98",38,"C",0.5,22,61,105,1,0,0,0,0,0,1,0,0,0,0,12,55,20,"J",1,53,"E",11,92,119,39,9,0,3,1,0,72,25,260,52,0,9,9,3,0,12,67,19,0,0,0,0,0,0,0,0,0,0,0,43,41,1,-7.40608494182796
"99",29,"C",20,12,66,140,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,57,"E",12,60,157,28,12,1,1,0,0,81,21,430,49,1,9,9,4,0,7,43,13,0,0,0,0,0,0,0,0,0,0,0,47,33,1,1.28433611470675
"100",25,"C",30,8,62,122,1,0,0,0,0,1,0,1,2,2,0,10,45,10,"J",1,50,"E",12,70,145,28,11,0,0,0,0,82,26,360,60,1,9,9,3,0,8,60,20,6,0,0,0,0,0,0,0,0,0,0,44,41,0,-3.92651564228137
"101",25,"C",0,0,65,115,0,0,0,0,0,2,2,0,0,0,0,12,45,8,"J",1,73,"E",12,60,137,29,16,0,0,0,0,81,27,320,50,0,9,9,3,0,3,55,16,0,0,0,0,0,0,0,0,0,0,0,47,40,1,7.83872251314345
"102",31,"C",0,0,63,146,0,0,0,0,0,0,1,0,0,0,0,12,45,10,"J",1,73,"E",12,70,171,34,12,0,0,0,0,79,29,520,98,0,10,10,2,0,2,52,16,0,0,0,0,0,0,0,0,0,0,0,45,44,1,5.96102655277884
